상호명,도로명주소,전화번호,위도,경도
메가엠지씨커피 송도파크자이점,"인천광역시 연수구 앵고개로104번길 4, 105호 (동춘동)",,37.41238996,126.6570538
마추피추,"인천광역시 연수구 원인재로 180, 1층 (연수동, 우성아파트 상가동 103-4호)",,37.41301342,126.6855598
올리버브라운 달빛공원점,"인천광역시 연수구 아트센터대로168번길 100, 한라 웨스턴파크 송도 지상2층 244호 (송도동)",,37.40580028,126.6286013
이디야 홈플러스 송도점,"인천광역시 연수구 송도국제대로 165 (송도동, 지상2층 홈플러스 매장내)",,37.38022559,126.656372
롱커피(LONG COFFEE),"인천광역시 연수구 인천타워대로 323, 송도 센트로드 상가동 지상1층  디105호 (송도동)",,37.39952409,126.6295726
"헤이 트래블러(Hey, Traveler)","인천광역시 연수구 아트센터대로 87, 커낼워크D4 WINTER 402동 1층 144, 145호 (송도동)",,37.40215703,126.6404248
모멘토(Momento)커피하우스,"인천광역시 연수구 한나루로197번길 34 (옥련동,지상1층)",,37.4276792,126.6552283
커피에반하다,"인천광역시 연수구 해돋이로 107 (송도동, 더샵퍼스트월드 H 동 10호)",,37.38960595,126.648814
투썸플레이스 인천동춘점,"인천광역시 연수구 앵고개로264번길 30-5, 청한빌딩 101,102호 (동춘동)",,37.40685275,126.6714359
스타벅스 송도센트럴파크,"인천광역시 연수구 센트럴로 194 (송도동, A동 101,102,103호)",,37.39378585,126.6418738
Legato(레가토),"인천광역시 연수구 벚꽃로142번길 34, 2층 (연수동)",,37.41499047,126.679748
언스카페,"인천광역시 연수구 학나래로29번길 26, 지상1층 일부호 (선학동)",,37.42373408,126.6960865
해긴,"인천광역시 연수구 아트센터대로 175, G-Tower 본동 지상2층 일부호 (송도동)",,37.39574778,126.6337952
빽다방 송도월드마크점,"인천광역시 연수구 컨벤시아대로 116, 103호 (송도동, 송도푸르지오월드마크7단지)",,37.39374814,126.6463773
글렌휴,"인천광역시 연수구 청량로109번길 57, 1층 일부, 2층 (옥련동)",,37.41579998,126.6531713
뉴욕쟁이 디저트,"인천광역시 연수구 벚꽃로 114, 브랫슬 1층 110호 (연수동)",,37.41709445,126.6780921
연수롯데마트점 요거프레소(YOGEG PRESSO),"인천광역시 연수구 먼우금로 197 (청학동,104호 (지상1층))",,37.41500074,126.6761702
카페화담,"인천광역시 연수구 송도문화로84번길 24, 송도 에듀포레 푸르지오 상가동 101호 (송도동, 송도 에듀포레 푸르지오)",,37.37219271,126.6582747
더벤티 인천송도점,"인천광역시 연수구 신송로125번길 7, 이리옴프라자 1층 107 일부호 (송도동)",,37.39494818,126.6515588
아낌없이 주는 나무,"인천광역시 연수구 컨벤시아대로 50, 지상1층 117호 (송도동, 송도푸르지오월드마크 1단지)",,37.39800788,126.6511249
이디야커피 송도라이크홈점,"인천광역시 연수구 첨단대로 80, A동 120호 (송도동, 아이에프이제트입주기업근로자기숙사)",,37.36771911,126.6533296
메가커피 송도학원가점,"인천광역시 연수구 신송로 160, 더 넥서스 104호 (송도동)",,37.39801835,126.6491962
헤라의 정원,"인천광역시 연수구 아트센터대로 87, 커낼워크D4 WINTER 402동 1층 142일부호 (송도동)",,37.40215703,126.6404248
이디야커피숍,"인천광역시 연수구 갯벌로 12, 지상1층 (송도동, 갯벌타워)",,37.38254191,126.6558423
이디야커피(송도글로벌캠퍼스점),"인천광역시 연수구 송도문화로28번길 28, 203동 지상2층 220호 (송도동, 글로벌캠퍼스푸르지오)",,37.3770832,126.6558312
만랩커피 송도캠퍼스타운역점,"인천광역시 연수구 신송로6번길 7, 상가동 101호,101-1호 (송도동, 송도 성지리벨루스)",,37.39053114,126.6609779
카페베네 시대상가점,"인천광역시 연수구 용담로 11, 119호 (청학동, 시대아파트상가)",,37.42147906,126.6691275
트리플스트리트 메가커피,"인천광역시 연수구 송도과학로16번길 33-1, A동 지하1층 102호 (송도동, 송도트리플스트리트)",,37.38108225,126.6594618
오월에 카페,"인천광역시 연수구 아트센터대로 203, 송도 센트럴파크 푸르지오시티 1층 148호 (송도동)",,37.39520389,126.6312871
온음커피,"인천광역시 연수구 청능대로78번길 23, 2층 일부호 (동춘동)",,37.41440218,126.6733206
브라더스커피(BROTHERS' COFFEE),"인천광역시 연수구 한진로 53, 희수빌딩 1층(102호), 2층 (옥련동)",,37.42734458,126.6482891
카페쉼표,"인천광역시 연수구 비류대로291번길 13, 지상1층 (청학동)",,37.42696271,126.6673082
스타벅스 송도현대아울렛점,"인천광역시 연수구 송도국제대로 123, 현대프리미엄 아울렛 송도점 1층 (송도동)",,37.38320628,126.6586339
데이즈드(Dazed),"인천광역시 연수구 송도과학로16번길 33-2, 송도 트리플스트리트 B동 1층 118호 (송도동)",,37.38044505,126.6602318
크로앙쥬 송도점,"인천광역시 연수구 신송로 154, 더 제니스 120호 (송도동)",,37.39777909,126.6497661
투썸 플레이스 송도국제도시점,"인천광역시 연수구 컨벤시아대로 69 (송도동,117호,117-1호,118호 지상1층)",,37.39571542,126.6509557
리(RE):재,"인천광역시 연수구 경원대로483번길 6 (선학동, 원영빌딩 1층)",,37.42752436,126.6984872
네몽,"인천광역시 연수구 송도과학로27번길 15, 104동 지상2층 242,243호 (송도동, 송도아메리칸타운아이파크)",,37.38461103,126.6628864
(주)솔라벨 스트릿츄러스 송도현대아울렛점,"인천광역시 연수구 송도국제대로 123, 현대프리미엄 아울렛 송도점 지하1층 L5(라운지스퀘어)호 (송도동)",,37.38320628,126.6586339
이디야 홈플러스 인천연수점,"인천광역시 연수구 청능대로 210 (동춘동, 지하1층 일부)",,37.40599741,126.6836222
헤르츠,"인천광역시 연수구 먼우금로188번길 12, 이리옴3빌딩 지상3층 305호 (연수동)",,37.41341039,126.6765063
킴스커피(Kim's Coffee Sandwich&Toast),"인천광역시 연수구 갯벌로 12, 지하1층 101호 (송도동, 송도테크노파크벤처A동)",,37.38254191,126.6558423
제이제이(JJ)커피,"인천광역시 연수구 아카데미로 119, 인천대학교 BTL생활원 부속시설 (송도동)",,37.37654053,126.6329014
타르타르 송도테크노파크역점,"인천광역시 연수구 송도국제대로 157, 지상1층 A-105호 (송도동, 오네스타)",,37.38094155,126.656664
커피아바,"인천광역시 연수구 신송로 121 (송도동, 센타프라자 119호)",,37.3953922,126.6518858
써니홈 SSUNNY HOME,"인천광역시 연수구 인천타워대로 257, 아트포레 B동 1층 B-105호 (송도동)",,37.39351506,126.6321878
커넥션,"인천광역시 연수구 컨벤시아대로 153 (송도동,지상1층)",,37.39022599,126.6454272
쥬씨 송도센트럴파크점,"인천광역시 연수구 센트럴로 160, 지상1층 182호 (송도동, 송도센트럴파크푸르지오 판매시설동 )",,37.39200033,126.644994
카페 그라시아(Cafe Gracia),"인천광역시 연수구 인천타워대로 99, 애니오션빌딩 101호 (송도동)",,37.38117899,126.6423044
파스쿠찌 송도컨벤시아점,"인천광역시 연수구 센트럴로 123, 송도컨벤시아 M18호 (송도동)",,37.38736717,126.6468405
자바씨티,"인천광역시 연수구 아트센터대로 131, 커낼워크D2 SUMMER 201동 117,121호 (송도동)",,37.39935875,126.6368956
NOD AND WINK(나드앤윙크),"인천광역시 연수구 하모니로 158, 송도타임스페이스 1층 A-121호 (송도동)",,37.38419018,126.6421469
픽업커피(Pick up coffee),"인천광역시 연수구 청학로27번길 44, 1층 102호 (청학동)",,37.42976624,126.660981
Cafe해랑(카페해랑),"인천광역시 연수구 봉재산로 20, 지2층 109호 (동춘동, 연수 서해그랑블 1단지)",,37.41041697,126.6634088
앤젤리너스 LM 송도점,"인천광역시 연수구 컨벤시아대로 177 (송도동, 롯데마트 송도점 지상2층)",,37.38831432,126.6433245
돌핀커피로스터스,"인천광역시 연수구 컨벤시아대로 116, 146호 (송도동, 푸르지오월드마크)",,37.39374814,126.6463773
교보핫트랙스 송도점 카페공간학,"인천광역시 연수구 송도국제대로 123 (송도동, 현대프리미엄아울렛 지하1층)",,37.38320628,126.6586339
더벤티(the Venti) 송도더테라스점,"인천광역시 연수구 센트럴로 415, 힐스테이트 송도 더테라스 판매시설동 162호 (송도동)",,37.41050721,126.627633
김준호의 대단한커피 선학역점,"인천광역시 연수구 학나래로118번길 29 (선학동, 지상1층 101호)",,37.42702183,126.6984175
NICHE(니체),"인천광역시 연수구 센트럴로 160, 판매시설동 177호 (송도동, 송도센트럴파크푸르지오)",,37.39200033,126.644994
헬리빈커피 송도점,"인천광역시 연수구 송도과학로28번길 8, 더샵 송도트리플타워 East 지상1층 133호 (송도동)",,37.38246176,126.6606641
미스터얼리,"인천광역시 연수구 샘말로8번길 13-10, 1층 (연수동)",,37.41192116,126.6789414
인천연수지역자활센터 카페(cafe) 봄날(연수구청점),"인천광역시 연수구 원인재로 115 (동춘동,연수구청 지하1층)",,37.40949413,126.6783386
행복나눔터2호점,"인천광역시 연수구 경원대로 73 (동춘동, 인천광역시 평생학습관 지하1층)",,37.39830253,126.6720853
이디야커피(EDIYA COFFEE),"인천광역시 연수구 인천타워대로 323, D동 지상1층 102호 (송도동, 센트로드 상가)",,37.39952409,126.6295726
다나음,"인천광역시 연수구 먼우금로222번길 13, 1층 일부호 (연수동)",,37.41675425,126.6784258
요셉의 창고,"인천광역시 연수구 함박뫼로50번길 99, 1층 (연수동)",,37.41898851,126.6782674
할리스 인천한옥마을점,"인천광역시 연수구 테크노파크로 180, 다동 지상1층 (송도동)",,37.39051202,126.6395038
레드애플 송도센트럴파크점,"인천광역시 연수구 센트럴로 160, 송도센트럴파크푸르지오 판매시설동 112호 (송도동, 송도센트럴파크푸르지오)",,37.39200033,126.644994
초콜릿앤커피(Chocolate N Coffee),"인천광역시 연수구 송도미래로 30, F동 221,222호 (송도동, 스마트밸리)",,37.36728943,126.6490966
블랙벤자민,"인천광역시 연수구 청능대로78번길 21, 1층 (동춘동)",,37.41432425,126.6735192
그릭커(GREEKER),"인천광역시 연수구 송도과학로28번길 8, 더샵 송도트리플타워 East 142호 (송도동)",,37.38246176,126.6606641
하삼동커피 송도센트럴파크점,"인천광역시 연수구 인천타워대로 257, 아트포레 B동 B-103호 (송도동)",,37.39351506,126.6321878
셀렉토커피 인천송도점,"인천광역시 연수구 해돋이로 165, 차오름 프라자 108호 (송도동)",,37.39474475,126.6450899
컵 오브 커피 송도점(Cup of Coffee),"인천광역시 연수구 인천타워대로 99, 지상1층 (송도동, 애니오션빌딩 (102호))",,37.38117899,126.6423044
커피밀,인천광역시 연수구 벚꽃로 172 (연수동),,37.41354975,126.6832126
릴리커피앤케이크(Lily coffee&cake),"인천광역시 연수구 해돋이로 107, 송도 더샵 퍼스트월드 H동 1층 40호 (송도동, 송도 더샵 퍼스트월드)",,37.38960595,126.648814
카페뮤즈(cafe muze),"인천광역시 연수구 인천타워대로54번길 15-5 (송도동,101호 (지상1층))",,37.37940227,126.6460209
힐링카페 숨소리,"인천광역시 연수구 예술로20번길 27, 2층 일부호 (선학동)",,37.43564518,126.700161
카페앤드,"인천광역시 연수구 인천타워대로 241, 지하1층 5호 (송도동, 부영송도타워)",,37.39235896,126.6343256
인천연수지역자활센터 카페(Cafe) 봄날(옥련점),"인천광역시 연수구 청량로164번길 10, 지하1층 일부호 (옥련동)",,37.42128427,126.65311
커피나무 숲,"인천광역시 연수구 청룡로30번길 28, 1층 (옥련동)",,37.42361436,126.655769
빽다방(PAIK'S COFFEE) 인천송도점,"인천광역시 연수구 컨벤시아대로 81 (송도동, 드림시티 112호)",,37.39494268,126.6501653
카페 더 바흐,"인천광역시 연수구 해돋이로152번길 31, 더힐스프라자 1동 502일부호 (송도동)",,37.39648885,126.6487085
카페 딜리(cafe dilly),"인천광역시 연수구 인천타워대로 257, 아트포레 A동 204, 205호 (송도동)",,37.39351506,126.6321878
30.0커피(coffee),"인천광역시 연수구 청룡로 46, 지상1층 (옥련동)",,37.42326177,126.6573891
쏘자핫도그앤커피 송도점,"인천광역시 연수구 해돋이로120번길 23 (송도동, 아크리아2 지상1층 109호일부(후면))",,37.39422704,126.650797
steady with 스테디위드,"인천광역시 연수구 송도과학로28번길 8, 더샵 송도트리플타워 East 138호 (송도동)",,37.38246176,126.6606641
커피베이 송도점,"인천광역시 연수구 해돋이로84번길 29 (송도동, 송도풍림아이원아파트 상가동 101호)",,37.39165755,126.6527204
메가커피 송도SK뷰점,"인천광역시 연수구 랜드마크로 19, 210동 상가-1, 110호 (송도동, 송도 SK VIEW)",,37.4116642,126.6272196
카페오레,"인천광역시 연수구 선학로 101, 유치원동 1층 (선학동, 뉴서울1차아파트)",,37.42505293,126.7006293
카페드림 학생식당점,"인천광역시 연수구 아카데미로 119, 지상1층 (송도동, 복지회관)",,37.37654053,126.6329014
더(The) 담아,"인천광역시 연수구 청학로6번길 7, 부흥빌라 C동 1층 104호 (청학동)",,37.42770226,126.6639229
투썸플레이스 송도센트럴파크점,"인천광역시 연수구 센트럴로 194, A동 지상1층 139, 140, 141 142호 (송도동, 센트럴파크2 )",,37.39378585,126.6418738
미스터디유커피(ME STUDY YOU COFFEE),"인천광역시 연수구 아카데미로 119 (송도동, 인천대학교 송도신캠퍼스 생명과학기술대학 29호관 B1층)",,37.37654053,126.6329014
할리스커피 인천연수CGV점,"인천광역시 연수구 청능대로 210, 스퀘어원 지상5층일부 (동춘동)",,37.40599741,126.6836222
단골카페,"인천광역시 연수구 송도과학로 32, 송도테크노파크IT센터 A101호 (송도동)",,37.3818129,126.6623329
빽다방 인천선학역점,"인천광역시 연수구 학나래로118번길 47, 1층 일부호 (선학동)",,37.42618354,126.6982796
폴콘(송도현대프리미엄아울렛),"인천광역시 연수구 송도국제대로 123, 현대프리미엄 아울렛 송도점 2층 일부호 (송도동)",,37.38320628,126.6586339
카페옥련동,"인천광역시 연수구 대암로22번길 12, 2층 (옥련동)",,37.41747257,126.6521212
카페오즈(Cafe OZ),"인천광역시 연수구 해돋이로 168-7, 레드원프라자 2층 202호 (송도동)",,37.39591169,126.6456698
스타벅스 연수이마트점,"인천광역시 연수구 경원대로 184 (동춘동,연수이마트 내 지상1층)",,37.40421886,126.6811196
씨27(C27),"인천광역시 연수구 송도국제대로 123 (송도동, 현대프리미엄아울렛 지하1층)",,37.38320628,126.6586339
카페트리(cafe tree),"인천광역시 연수구 아트센터대로 175, 지상1층 (송도동, G-Tower)",,37.39574778,126.6337952
이디야커피(송도역점),"인천광역시 연수구 비류대로 202, 지상1층 (옥련동)",,37.4275476,126.6568698
라젠카,"인천광역시 연수구 송도국제대로 165, 홈플러스 복합쇼핑몰(송도점) 1층 일부호 (송도동)",,37.38022559,126.656372
파스쿠찌 인천연수역점,"인천광역시 연수구 먼우금로 217 (청학동,연수푸르지오 4단지 D-112호,205호(지상1층,지상2층))",,37.41688814,126.6769417
달달해,"인천광역시 연수구 송도미래로 30, 송도 BRC 스마트밸리 지식산업센터 F동 1층 112호 일부호 (송도동)",,37.36728943,126.6490966
모토스테이션 인천,"인천광역시 연수구 경원대로534번길 9, 지상1층 (선학동)",,37.43184289,126.6991736
커피에반하다 함박마을점,"인천광역시 연수구 함박로 50, 1층 2호 (연수동)",,37.42550935,126.6827522
데파크(der park)802,"인천광역시 연수구 청량로79번길 5, 지상1~5층 (동춘동)",,37.41522431,126.6576283
GAIA COFFEE(가이아커피),"인천광역시 연수구 하모니로 144, 판매시설동 지상1층 A117호 (송도동, 송도 지웰 푸르지오시티)",,37.38445028,126.6435842
카페 노랑,"인천광역시 연수구 한나루로 171, 1층 (옥련동)",,37.42465249,126.6553584
감성커피 송도트리플스트리트점,"인천광역시 연수구 송도과학로16번길 33-1, 송도 트리플스트리트 A동 2층 207-6호 (송도동)",,37.38108225,126.6594618
빽다방 연수점,"인천광역시 연수구 먼우금로188번길 12, 지상1층 114호 (연수동, 이리옴3빌딩)",,37.41341039,126.6765063
카멜리아티룸,"인천광역시 연수구 하모니로 144, 송도 지웰 푸르지오시티 판매시설동 지상2층 B218일부호 (송도동, 송도 지웰 푸르지오시티)",,37.38445028,126.6435842
레드도어(Red Door),"인천광역시 연수구 컨벤시아대로 60, 123호 (송도동, 송도푸르지오월드마크2단지)",,37.39758636,126.6506664
카페우체국,"인천광역시 연수구 벚꽃로 130-4, B114호 (연수동, 연수푸르지오2단지)",,37.41646976,126.6792528
달리는커피 송도1호점,"인천광역시 연수구 컨벤시아대로 50, 164호 (송도동, 푸르지오월드마크)",,37.39800788,126.6511249
할리스 송도IT점,인천광역시 연수구 송도과학로 32 (송도동),,37.3818129,126.6623329
하삼동커피 퍼스트파크점,"인천광역시 연수구 컨벤시아대로230번길 54, 닥터플러스몰 지상1층 A138호 (송도동)",,37.38874008,126.6343345
소호63 옥련점,"인천광역시 연수구 능허대로165번길 35, 지하1층 (옥련동)",,37.42154162,126.6475321
스무디킹,"인천광역시 연수구 청능대로 210 (동춘동, 스퀘어원 3층)",,37.40599741,126.6836222
아임요거트 그렐,"인천광역시 연수구 아트센터대로 131, 커낼워크D2 SUMMER 201동 지상1층 130호 (송도동)",,37.39935875,126.6368956
뺑드제이,"인천광역시 연수구 함박뫼로 115, 상가동 1층 105호 (연수동, 우주아파트)",,37.42343825,126.6794005
더비즈랩 인천대학교 학산도서관점,"인천광역시 연수구 아카데미로 119, 지상1층 (송도동, 외1필지(도서관))",,37.37654053,126.6329014
카페오아시아 포스코대우점,"인천광역시 연수구 컨벤시아대로 165 (송도동, NEAT TOWER 9층 일부)",,37.38914175,126.6444436
올웨이즈 히어(Always Here),"인천광역시 연수구 해돋이로152번길 31, 더힐스프라자 지상1층 103호 (송도동)",,37.39648885,126.6487085
커피베이 송도퍼스트월드점,"인천광역시 연수구 해돋이로 107 (송도동,송도더샵퍼스트월드 G동 상가66호(지상1층))",,37.38960595,126.648814
베짜마(bezamah),"인천광역시 연수구 한나루로 194-3, 지상1층 (옥련동)",,37.42643502,126.6572044
스무디킹 오네스타점,"인천광역시 연수구 송도국제대로 157, 오네스타 지상1층 A-114호 (송도동)",,37.38094155,126.656664
여백,"인천광역시 연수구 송도과학로16번길 33-1, 지상1층 106호 (송도동, 송도트리플스트리트 A동)",,37.38108225,126.6594618
좋은날 카페,"인천광역시 연수구 한나루로79번길 61, 109호 (옥련동)",,37.42513867,126.6463741
미스터커피,"인천광역시 연수구 해돋이로 107, 송도 더샵 퍼스트월드 G동 37호 (송도동, 송도 더샵 퍼스트월드)",,37.38960595,126.648814
이디야 송도커낼워크점,"인천광역시 연수구 아트센터대로 131, 커낼워크D2 SUMMER 166호 (송도동)",,37.39935875,126.6368956
무스무스,"인천광역시 연수구 해돋이로84번길 10, 상가동 2층 일부호 (송도동, 송도풍림아이원6단지아파트)",,37.39070493,126.6533655
이디야(EDIYA) 송도해양경찰청점,"인천광역시 연수구 신송로125번길 13 (송도동, 아크리아 117)",,37.39456511,126.6511829
한스(HANS) 송도점,"인천광역시 연수구 센트럴로 194 (송도동, 센트럴파크2 A동 111호)",,37.39378585,126.6418738
루이카페,"인천광역시 연수구 함박뫼로 128, 연수대명아파트 상가동 109호 (연수동, 연수대명아파트)",,37.42158993,126.6810108
블루포트 가천대 간호대학점,"인천광역시 연수구 함박뫼로 191 (연수동, 가천대학교 간호대학 지상1층 일부)",,37.42230231,126.6879805
마크빈 송도,"인천광역시 연수구 인천타워대로 257, 아트포레 C동 C-115,116,117,118,119호 (송도동)",,37.39351506,126.6321878
주식회사 더카페쿠키,"인천광역시 연수구 신송로 153, 더 마란츠타워 6층 605호,606일부호 (송도동)",,37.39716984,126.64915
(주)더비즈랩 인천대학교 야외테라스점,"인천광역시 연수구 아카데미로 119, 지상1층 (송도동, 복지회관)",,37.37654053,126.6329014
이디야 송도아트포레점,"인천광역시 연수구 인천타워대로 257, 아트포레 A동 119,122호 (송도동)",,37.39351506,126.6321878
오늘은맑음,"인천광역시 연수구 원인재로 115, 연수구청 1층 일부호 (동춘동)",,37.40949413,126.6783386
이디야 송도캠퍼스타운점,"인천광역시 연수구 송도과학로27번길 55, 301동 A115호 (송도동, 롯데캐슬 캠퍼스타운)",,37.38803691,126.6642625
스트릿츄러스 송도연수점,"인천광역시 연수구 컨벤시아대로42번길 27, 송도 에이스프라자Ⅱ 102호 (송도동)",,37.39941083,126.6494302
투썸플레이스 인천송도유원지점,"인천광역시 연수구 청량로 83, 지상1층 (동춘동)",,37.41567063,126.6570176
커피드롭(COFFEEDROP),"인천광역시 연수구 아트센터대로 87, 커낼워크D4 WINTER 402동 171,174,175호 (송도동)",,37.40215703,126.6404248
파스쿠찌 인천DT점,"인천광역시 연수구 비류대로 11, 함흥관 2동 1,2층 (옥련동)",,37.43141887,126.6356498
컴포즈커피 지식정보단지역점,"인천광역시 연수구 인천타워대로 지하 57, 지식정보단지역 지하1층 (송도동)",,37.37812043,126.6453825
카페 블루오션,"인천광역시 연수구 지식기반로 152, 지상1층 (송도동, 송도24호공원 골프연습장)",,37.35678438,126.654419
카페 청(chung),"인천광역시 연수구 비류대로 299, 청학문화센터 1층 (청학동)",,37.42630546,126.6676687
A(아) 카페,"인천광역시 연수구 청명로 26, 2층 일부(204)호 (청학동)",,37.41763379,126.6758091
커피101스트릿,"인천광역시 연수구 센트럴로 123, 1층 (송도동, 송도컨벤시아내)",,37.38736717,126.6468405
이디야 송도유원지점,"인천광역시 연수구 청량로79번길 30, 1층 일부, 2층 전체  층 (동춘동)",,37.41414467,126.6575274
카페오를,"인천광역시 연수구 인천타워대로 257, 아트포레 D동 D-106호 (송도동)",,37.39351506,126.6321878
티그램,"인천광역시 연수구 아암대로 825-28, 1층 (동춘동)",,37.39579495,126.6636324
요거프레소 송도IT센타점,"인천광역시 연수구 송도과학로 32, A118호 (송도동, 송도테크노파크IT센타)",,37.3818129,126.6623329
더벤티(데카트론 송도점),"인천광역시 연수구 송도과학로16번길 33-1, 송도 트리플스트리트 A동 N101일부호 (송도동)",,37.38108225,126.6594618
라르고,"인천광역시 연수구 청솔로 36, 지상1층 (청학동)",,37.42883009,126.6611582
꿀스커피,"인천광역시 연수구 비류대로437번길 15 (연수동, 지상1층)",,37.42497942,126.6832828
더블유커피(W coffee),"인천광역시 연수구 청룡로30번길 7, 102동 101호 (옥련동, 우솔빌)",,37.42357373,126.6568967
커피쿡 힐스테이트레이크2차점,"인천광역시 연수구 아카데미로 446, 221동 105호 (송도동, 힐스테이트 레이크 송도 2차)",,37.39776491,126.6211998
공차 인천 송도점,"인천광역시 연수구 해돋이로 102, 1층 107호 (송도동, 명인프라자)",,37.3914095,126.6510626
DESSERT39(디저트39) 송도랜드마크시티점,"인천광역시 연수구 랜드마크로 68, 301동 1층 101호 (송도동, 랜드마크시티센트럴더샵)",,37.41563898,126.6212329
이디야커피 인천청학점,"인천광역시 연수구 비류대로294번길 32-5, 1층 106,107,110,111호 (청학동)",,37.42467129,126.6660034
이디야커피 송도센트럴점,"인천광역시 연수구 테크노파크로111번길 8, 송도 S 타워 101호 (송도동)",,37.38587472,126.6439989
벨유커피(Bellevue coffee),"인천광역시 연수구 함박로92번길 21, 지상1층 (연수동)",,37.42437319,126.6847749
이디야 함박마을점,"인천광역시 연수구 비류대로433번길 26, 1층 (연수동)",,37.42545349,126.683147
오르투(or2),"인천광역시 연수구 독배로 68, 유진메디타워 101호 (옥련동)",,37.42662536,126.6451768
백미당 현대아울렛송도점,"인천광역시 연수구 송도국제대로 123 (송도동, 현대프리미엄아울렛 지하1층일부)",,37.38320628,126.6586339
커피에 반하다,"인천광역시 연수구 독배로40번길 11 (옥련동, 효명프라자 111호)",,37.42452763,126.6456358
꿈꾸는카페 연수구청점,"인천광역시 연수구 원인재로 115, 연수구청 별관 2층 일부호 (동춘동)",,37.40949413,126.6783386
카페앰버(cafe' Amber),"인천광역시 연수구 능허대로165번길 43 (옥련동, 지상1층)",,37.42161912,126.6472792
커피 컨덕터,"인천광역시 연수구 송도과학로84번길 24, 제너셈(주) 신축 사옥 1,2층 일부호 (송도동)",,37.37868906,126.6647926
더벤티(the Venti) 연수구청점,"인천광역시 연수구 원인재로 124, 상가동 108호 (동춘동, 한양1차아파트)",,37.40749232,126.6808219
쉬즈베이글 송도점(SHE'S BAGEL COFFEE),"인천광역시 연수구 컨벤시아대로42번길 29, 송도 에이스프라자Ⅰ 1층 105호 (송도동)",,37.39959033,126.6496988
팔공티 글로벌캠퍼스점,"인천광역시 연수구 송도문화로28번길 28, 송도글로벌캠퍼스푸르지오 205동 5-107호 (송도동, 송도글로벌캠퍼스푸르지오)",,37.3770832,126.6558312
커피랑도서관 송도지식정보단지역점,"인천광역시 연수구 인천타워대로 60, 송도북일프라자1차 302호 일부 (송도동)",,37.37872552,126.6454215
디저트39 송도캠퍼스타운점,"인천광역시 연수구 송도과학로27번길 55 (송도동, 롯데캐슬 캠퍼스 타운 301동 B-112호)",,37.38803691,126.6642625
원더 제이(Wonder J),"인천광역시 연수구 샘말로30번길 18, 지상1층 (연수동)",,37.4122437,126.6793102
감성커피,"인천광역시 연수구 함박로84번길 4, 101호 (연수동)",,37.42508829,126.6859997
빽다방 송도랜드마크시티점,"인천광역시 연수구 랜드마크로 68, 301동 40호 (송도동, 랜드마크시티센트럴더샵)",,37.41563898,126.6212329
메가엠지씨커피 송도퍼스트파크점,"인천광역시 연수구 컨벤시아대로230번길 42, 송도아라플라자 1층 105호 (송도동)",,37.38808543,126.6349141
트레비앙,"인천광역시 연수구 송도과학로 85 (송도동, 연세대학교 국제캠퍼스 주차장동 학생회관 지하1층)",,37.37978383,126.6739781
이디야커피 인천연수롯데점,"인천광역시 연수구 먼우금로 197, 지상1층 112호 (청학동, 이리옴2프라자)",,37.41500074,126.6761702
이 커피,"인천광역시 연수구 새말로45번길 2, 1층 (연수동)",,37.42142084,126.676005
더벤티 송도한라웨스턴파크점,"인천광역시 연수구 아트센터대로168번길 100, 한라 웨스턴파크 송도 120호 (송도동)",,37.40580028,126.6286013
카페스위트코드,"인천광역시 연수구 해돋이로 104, 106,107호 (송도동)",,37.39151464,126.6508931
델리코연세대국제캠퍼스점,인천광역시 연수구 송도과학로 85 (송도동),,37.37978383,126.6739781
카페라비타(Caffe La vita),"인천광역시 연수구 컨벤시아대로 60, 146호 (송도동, 송도푸르지오월드마크 2단지)",,37.39758636,126.6506664
아티제 삼성바이오에피스점,"인천광역시 연수구 송도교육로 76, 바이오에피스 글로벌센터 본관동 지상1층 일부호 (송도동)",,37.37074428,126.6591695
탐앤탐스 송도커넬워크점,"인천광역시 연수구 아트센터대로 107, 302동 지상1,2층 149,150,151,217,218호 (송도동, 커낼워크D3(AUTUMN))",,37.40073438,126.6388961
크리스마스자몽 송도소아과점,"인천광역시 연수구 송도국제대로 157, 오네스타 지상7층 A-706-1호 (송도동)",,37.38094155,126.656664
셀렉토커피 송도스마트밸리점,"인천광역시 연수구 송도미래로 30, 송도 BRC 스마트밸리 지식산업센터 F동 210호 (송도동)",,37.36728943,126.6490966
플뢰르 잇 카페(fleurs et Cafe),"인천광역시 연수구 신송로 153, 더 마란츠타워 1층 116호 (송도동)",,37.39716984,126.64915
카페보스 인천송도점,"인천광역시 연수구 하모니로 144, 판매시설동 A108호 (송도동, 송도 지웰 푸르지오시티)",,37.38445028,126.6435842
모카,"인천광역시 연수구 원인재로 315, 지상1층 108호 (연수동, 연수주공1차아파트상가)",,37.42240333,126.6916732
커피앤(Coffe&),"인천광역시 연수구 송도바이오대로 300, 1층 (송도동, 삼성바이오로직스 생산시설 커뮤니티센터)",,37.36641672,126.6637288
드림 커피,"인천광역시 연수구 청량로185번길 16, 지상1,2,3층 (옥련동)",,37.423738,126.6521387
컴포즈커피 옥련시장점,"인천광역시 연수구 독배로40번길 7, 지상1층 101호 (옥련동)",,37.42444605,126.6453231
만랩커피 인천연수점,"인천광역시 연수구 먼우금로 194, 메카오피스텔 102호 (연수동)",,37.41433314,126.6769905
